204.8,176.16,3721.4,2777.7,-0.13987,-0.2536,0.19472,0.22543,0.0092945,0.014637,0.44828,76
245.19,209.8,6025.6,4595.3,-0.14432,-0.23736,0.19846,0.16663,0.016577,0.018546,0.37209,55
206.24,165.57,3938,2673.2,-0.19719,-0.32118,0.30122,0.27781,0.033865,0.020534,0.41667,71
223.87,192.84,4827.9,3664.7,-0.13859,-0.24093,0.22023,0.22169,0.031043,0.023587,0.42188,65
224.42,194.12,5283.5,3918.1,-0.13502,-0.25842,0.16812,0.20041,0.020567,0.017628,0.4,58
226.9,197,4928.7,3811.3,-0.1318,-0.2267,0.33339,0.3185,0.036168,0.014343,0.42857,67
216.56,188.93,4168.7,3202.5,-0.12757,-0.23176,0.3264,0.29038,0.014082,0.015648,0.41667,65
237.09,197.63,4941.5,3709.4,-0.16643,-0.24934,0.23667,0.24413,0.02903,0.02179,0.29032,43
182.7,165.86,3313.1,2674.9,-0.092173,-0.19261,0.20554,0.25102,0.057148,0.058348,0.42857,72
205.05,175.57,3695.7,2526.2,-0.14376,-0.31644,0.20997,0.2677,0.078305,0.054148,0.39216,72
223.33,189.38,4474.7,3463.3,-0.15202,-0.22604,0.31871,0.30739,0.02542,0.017516,0.39062,63
173.64,147.33,3010,1934.8,-0.15156,-0.35723,0.095597,0.17816,0.041436,0.046593,0.44068,58
227.61,192.47,4670.8,3616.8,-0.15439,-0.22566,0.3056,0.28395,0.018683,0.018516,0.4386,63
167.98,140.14,2870.3,1890.5,-0.1657,-0.34133,0.17709,0.20374,0.042273,0.035426,0.41667,53
164.97,146.48,2717.6,1952.4,-0.11204,-0.28155,0.10137,0.14142,0.040352,0.037709,0.35294,58
245.52,206.11,5231.1,3857.8,-0.16052,-0.26254,0.3866,0.33121,0.027893,0.017545,0.32558,48
185.6,159.11,3011.5,2019.8,-0.14273,-0.32931,0.29664,0.29291,0.036687,0.030884,0.41176,59
245.99,204.58,5890.8,4360.8,-0.16835,-0.25972,0.24832,0.25442,0.032708,0.024832,0.35443,54
254.4,223.59,5527.3,4453,-0.12108,-0.19437,0.29264,0.23685,0.0124,0.013698,0.4717,78
167.3,146.05,3034.9,2180.8,-0.12704,-0.28142,0.19246,0.21242,0.034676,0.020999,0.46667,72
223.84,201.17,4727.3,3845.3,-0.10128,-0.18658,0.33042,0.27617,0.015034,0.016795,0.31707,51
228.46,200.68,4576,3598.9,-0.12159,-0.21353,0.37001,0.31932,0.025949,0.015272,0.36364,56
214.39,182.28,4259,3391.9,-0.14976,-0.20358,0.19443,0.16846,0.019258,0.016321,0.36709,63
170.79,147.04,3282.2,2106,-0.13903,-0.35836,0.055956,0.093744,0.078808,0.047256,0.35135,51
234.52,205.16,5522.8,4392.4,-0.12517,-0.20468,0.22141,0.22877,0.017843,0.011786,0.38356,59
203.37,167.99,4115.9,2944.5,-0.17396,-0.28462,0.27192,0.24553,0.022877,0.020115,0.38158,65
170.87,151.04,2812.1,2231.8,-0.11602,-0.20638,0.11274,0.10901,0.05559,0.046908,0.48485,67
193.17,151.87,3424.9,2305.7,-0.21384,-0.32677,0.33506,0.29754,0.025279,0.018775,0.35821,63
224.07,195.71,4711.9,3818.3,-0.12657,-0.18964,0.24743,0.21138,0.017321,0.017701,0.40299,58
152.16,129.4,2479.7,1682.2,-0.14959,-0.32161,0.19724,0.2202,0.051122,0.038224,0.37037,49
151.51,129.34,2133.9,1512.3,-0.1463,-0.29131,0.165,0.17298,0.044048,0.026737,0.4,71
201.35,181.19,4329.8,3547.6,-0.10013,-0.18065,0.20395,0.18813,0.019681,0.022846,0.42373,71
203.92,180.3,3704.8,2633.3,-0.11584,-0.28922,0.16609,0.22368,0.066655,0.065792,0.43548,53
228.49,189.86,5062.8,3554.2,-0.16905,-0.29798,0.23079,0.22821,0.022338,0.020751,0.45161,74
195.63,164.75,4246.2,3018.4,-0.15785,-0.28916,0.20602,0.22586,0.028139,0.021758,0.3617,46
243.19,205.9,5585.4,4242.6,-0.15334,-0.2404,0.2368,0.20328,0.028838,0.022211,0.38462,72
233.65,202.51,4433,3462.1,-0.13325,-0.21902,0.40289,0.42627,0.042902,0.028303,0.44118,73
213.33,177.86,4294.2,3074.1,-0.16627,-0.28413,0.27831,0.25116,0.024818,0.017534,0.47273,80
193.87,168.7,3614.6,2537.5,-0.1298,-0.29799,0.18115,0.21564,0.057503,0.047703,0.36667,62
204.51,166.52,3902.5,2729.6,-0.18576,-0.30056,0.21168,0.21081,0.024976,0.016851,0.44444,78
165.62,141.58,2802.2,1837,-0.14512,-0.34445,0.18517,0.21262,0.030583,0.019158,0.41667,62
216.31,184.66,4542.7,3494.4,-0.14631,-0.23075,0.23867,0.29229,0.032771,0.025735,0.38636,56
203.78,191.36,3844.2,3177.9,-0.060946,-0.17333,0.18963,0.20052,0.073531,0.06239,0.44118,67
224.83,185.83,4416.7,3401.4,-0.17348,-0.22987,0.27563,0.27157,0.018874,0.016464,0.39726,68
211.03,169.56,4337.1,2982.5,-0.19652,-0.31233,0.31549,0.26529,0.017428,0.012288,0.52,84
143.76,118.66,2174.4,1332,-0.17462,-0.38743,0.21883,0.24405,0.041256,0.019133,0.375,57
209.18,173.78,4077.4,2879.7,-0.16924,-0.29375,0.31432,0.32056,0.024807,0.014181,0.35632,57
211.65,173.72,4077,2826.6,-0.1792,-0.3067,0.34535,0.32087,0.021346,0.015624,0.36,66
234.63,197.22,4756.4,3419.4,-0.15945,-0.28109,0.23468,0.22905,0.011788,0.010072,0.39583,77
194.32,170.88,4105,3135,-0.12062,-0.23629,0.27597,0.27092,0.019313,0.019726,0.375,57
200.94,175.41,4097.3,3211.7,-0.12704,-0.21614,0.17911,0.16763,0.024408,0.014241,0.33333,49
227.37,197.09,4764,3669.6,-0.13316,-0.22973,0.29041,0.28003,0.028975,0.014533,0.39024,59
201.32,172.98,4511.5,3252.1,-0.14077,-0.27915,0.17236,0.17602,0.016574,0.012301,0.48387,101
244.62,204.18,5450.4,3965.9,-0.1653,-0.27236,0.34981,0.3226,0.019039,0.01483,0.34043,49
243.95,203.81,5391.6,3908.3,-0.16457,-0.2751,0.1918,0.23835,0.024872,0.021226,0.41333,66
231.13,203.42,4167.8,3265.4,-0.11991,-0.21652,0.30995,0.3384,0.019368,0.012879,0.47619,84
196.02,172.34,3762,2917.8,-0.12082,-0.2244,0.1709,0.1629,0.10448,0.097022,0.38462,75
244.01,196.95,5397,3792.8,-0.19286,-0.29724,0.32702,0.28801,0.026296,0.017936,0.36364,55
212.09,181.53,4227.9,3083.8,-0.14408,-0.27061,0.28339,0.28641,0.016915,0.014717,0.39506,60
232.27,197.4,4608.9,3502.3,-0.15013,-0.24011,0.32995,0.30707,0.021209,0.016961,0.46032,80
229.83,191.11,4634.3,3401,-0.16848,-0.26613,0.28566,0.26809,0.020923,0.013106,0.35294,61
191.79,165.79,3878.2,2906.6,-0.13556,-0.25051,0.17491,0.225,0.019596,0.012892,0.39706,62
154.18,128.07,2289.5,1607.7,-0.16936,-0.29779,0.18641,0.18837,0.047562,0.042766,0.42254,57
228.7,180.87,4972.6,3330.2,-0.20914,-0.3303,0.25227,0.25851,0.015138,0.012378,0.30769,47
211.04,172.67,4164.4,2881.1,-0.18184,-0.30816,0.26691,0.26592,0.018393,0.012994,0.34066,54
211.48,178.64,4299.3,3235.2,-0.15527,-0.2475,0.29568,0.2277,0.030247,0.027104,0.50847,84
220.97,190.72,4636.1,3553.7,-0.13689,-0.23347,0.31894,0.29026,0.022273,0.018735,0.5614,92
229.67,186.9,5013.7,3495.7,-0.18622,-0.30278,0.19052,0.2383,0.032543,0.024523,0.44262,69
195.78,172.7,3262.7,2567,-0.1179,-0.21324,0.27785,0.25873,0.039402,0.037195,0.39623,61
162.23,133.11,2705.9,1714.5,-0.17949,-0.36636,0.12137,0.1247,0.076502,0.071325,0.42424,55
175.56,147.63,3311.2,2250,-0.15907,-0.32049,0.095209,0.11297,0.049316,0.038259,0.375,67
193.07,160.62,3492,2669.1,-0.16805,-0.23566,0.2223,0.22918,0.014518,0.018148,0.38889,60
184.89,157.68,3838.1,2720.8,-0.1472,-0.29109,0.17181,0.18209,0.031415,0.026201,0.5,75
196.13,168,4065.7,3095.4,-0.14342,-0.23865,0.24264,0.23722,0.026296,0.024572,0.51923,81
159.11,143.34,2676.4,2004.9,-0.099107,-0.25087,0.28959,0.23914,0.039645,0.0218,0.40299,60
172.84,141.1,2878.9,1990.9,-0.18363,-0.30845,0.3102,0.27818,0.024582,0.015971,0.43284,73
209.74,171.14,4392,3037.8,-0.18404,-0.30833,0.22097,0.21057,0.026663,0.018605,0.37647,57
217.92,182,4820.6,3441.5,-0.16484,-0.28608,0.2461,0.24144,0.036014,0.021718,0.38462,54
202.47,162.97,3930.2,2692.2,-0.19509,-0.315,0.31389,0.26124,0.031147,0.021023,0.42857,72
193.25,170.06,3802.7,2976.9,-0.11999,-0.21716,0.26458,0.28339,0.012479,0.013358,0.42308,63
215.16,186.3,4621.1,3364.5,-0.13415,-0.27194,0.25866,0.22914,0.018333,0.017281,0.39062,72
227.45,191.06,4620.4,3477.7,-0.15999,-0.24733,0.32012,0.28044,0.015583,0.013195,0.5,84
234.66,204.59,5334.9,4203.6,-0.12814,-0.21205,0.27184,0.23524,0.025014,0.020535,0.46667,77
198.76,171.56,3794.3,2700.5,-0.13682,-0.28826,0.1235,0.18849,0.085088,0.060823,0.5,69
176.46,177.88,3198.5,2885.6,0.0080742,-0.097832,0.21501,0.21132,0.076063,0.079428,0.55556,70
242.34,202.1,5427,3864.7,-0.16607,-0.28787,0.25689,0.28655,0.024081,0.024289,0.35135,62
171.91,158.84,3238.3,2684.7,-0.076068,-0.17096,0.11524,0.09568,0.11671,0.10506,0.47368,71
210.61,181.95,4537.4,3375.4,-0.13612,-0.25609,0.21502,0.20064,0.025405,0.010939,0.42105,60
112.6,100.31,1364.6,918.71,-0.10913,-0.32676,0.17012,0.17841,0.079478,0.058977,0.44595,57
227.13,189.14,4983.8,3571.4,-0.16724,-0.28339,0.2802,0.28662,0.031596,0.014678,0.36585,60
215.14,170.25,4185.7,2817.7,-0.20867,-0.32684,0.29165,0.2705,0.031935,0.017494,0.41667,69
187.62,153.67,3727.1,2640.4,-0.18091,-0.29158,0.26525,0.21526,0.022118,0.021209,0.375,59
176.22,140.66,2946.1,1939.7,-0.20182,-0.34161,0.33227,0.29573,0.050375,0.039153,0.39744,63
214.41,175.43,4216.5,3043.8,-0.18182,-0.27812,0.28248,0.27715,0.025614,0.016179,0.35,53
209.09,189.17,4580.5,3823.7,-0.095279,-0.16523,0.22387,0.18463,0.033313,0.036469,0.47619,84
224.84,192.27,4962.2,3747.4,-0.14487,-0.24482,0.20415,0.24974,0.016961,0.022299,0.38095,67
226.63,192.4,4180.8,3170.3,-0.15105,-0.24169,0.13954,0.15556,0.083746,0.069333,0.5,80
205.87,171.38,4128,3121.3,-0.16754,-0.24386,0.24033,0.21905,0.025912,0.019478,0.47059,83
194.87,172.62,3323.3,2559.7,-0.11416,-0.22978,0.19394,0.18946,0.076839,0.061723,0.47368,68
213.05,181.55,4614.8,3400.8,-0.14785,-0.26305,0.22055,0.20322,0.032257,0.022582,0.40541,64
186.73,160.73,3628.6,2786.6,-0.13927,-0.23203,0.24818,0.22878,0.01096,0.017828,0.40909,75
